ensembl_gene_id	entrezgene_id	external_gene_name	chromosome_name	description	gene_biotype
Prrc1	ENSMUSG00000024594	73137	Prrc1	18	proline-rich coiled-coil 1	protein_coding
Slc12a2	ENSMUSG00000024597	20496	Slc12a2	18	solute carrier family 12, member 2	protein_coding
Fbn2	ENSMUSG00000024598	14119	Fbn2	18	fibrillin 2	protein_coding
Slc27a6	ENSMUSG00000024600	225579	Slc27a6	18	solute carrier family 27 (fatty acid transporter), member 6	protein_coding
Isoc1	ENSMUSG00000024601	66307	Isoc1	18	isochorismatase domain containing 1	protein_coding
Adamts19	ENSMUSG00000053441	240322	Adamts19	18	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19	protein_coding
A730017C20Rik	ENSMUSG00000050875	225583	Minar2	18	membrane integral NOTCH2 associated receptor 2	protein_coding
Chsy3	ENSMUSG00000058152	78923	Chsy3	18	chondroitin sulfate synthase 3	protein_coding
Gm4951	ENSMUSG00000073555	240327	Gm4951	18	predicted gene 4951	protein_coding
Gm4841	ENSMUSG00000068606	225594	Gm4841	18	predicted gene 4841	protein_coding
F830016B08Rik	ENSMUSG00000090942	240328	F830016B08Rik	18	RIKEN cDNA F830016B08 gene	protein_coding
Iigp1	ENSMUSG00000054072	60440	Iigp1	18	interferon inducible GTPase 1	protein_coding
Smim3	ENSMUSG00000038059	106878	Smim3	18	small integral membrane protein 3	protein_coding
Dctn4	ENSMUSG00000024603	67665	Dctn4	18	dynactin 4	protein_coding
Rbm22	ENSMUSG00000024604	66810	Rbm22	18	RNA binding motif protein 22	protein_coding
Synpo	ENSMUSG00000043079	104027	Synpo	18	synaptopodin	protein_coding
Ndst1	ENSMUSG00000054008	15531	Ndst1	18	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	protein_coding
Rps14	ENSMUSG00000024608	20044	Rps14	18	ribosomal protein S14	protein_coding
Cd74	ENSMUSG00000024610	16149	Cd74	18	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	protein_coding
Tcof1	ENSMUSG00000024613	21453	Tcof1	18	treacle ribosome biogenesis factor 1	protein_coding
Arsi	ENSMUSG00000036412	545260	Arsi	18	arylsulfatase i	protein_coding
Camk2a	ENSMUSG00000024617	12322	Camk2a	18	calcium/calmodulin-dependent protein kinase II alpha	protein_coding
Slc6a7	ENSMUSG00000052026	240332	Slc6a7	18	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	protein_coding
Pdgfrb	ENSMUSG00000024620	18596	Pdgfrb	18	platelet derived growth factor receptor, beta polypeptide	protein_coding
Csf1r	ENSMUSG00000024621	12978	Csf1r	18	colony stimulating factor 1 receptor	protein_coding
Hmgxb3	ENSMUSG00000024622	106894	Hmgxb3	18	HMG box domain containing 3	protein_coding
Slc26a2	ENSMUSG00000034320	13521	Slc26a2	18	solute carrier family 26 (sulfate transporter), member 2	protein_coding
Pde6a	ENSMUSG00000024575	225600	Pde6a	18	phosphodiesterase 6A, cGMP-specific, rod, alpha	protein_coding
Ppargc1b	ENSMUSG00000033871	170826	Ppargc1b	18	peroxisome proliferative activated receptor, gamma, coactivator 1 beta	protein_coding
Arhgef37	ENSMUSG00000045094	328967	Arhgef37	18	Rho guanine nucleotide exchange factor (GEF) 37	protein_coding
Csnk1a1	ENSMUSG00000024576	93687	Csnk1a1	18	casein kinase 1, alpha 1	protein_coding
Bvht	ENSMUSG00000098098	NA	Bvht	18	braveheart long non-coding RNA	lncRNA
Carmn	ENSMUSG00000097324	NA	Carmn	18	cardiac mesoderm enhancer-associated non-coding RNA	lncRNA
Il17b	ENSMUSG00000024578	56069	Il17b	18	interleukin 17B	protein_coding
Pcyox1l	ENSMUSG00000024579	240334	Pcyox1l	18	prenylcysteine oxidase 1 like	protein_coding
Grpel2	ENSMUSG00000024580	17714	Grpel2	18	GrpE-like 2, mitochondrial	protein_coding
1500015A07Rik	ENSMUSG00000098702	NA	1500015A07Rik	18	RIKEN cDNA 1500015A07 gene	lncRNA
Afap1l1	ENSMUSG00000033032	106877	Afap1l1	18	actin filament associated protein 1-like 1	protein_coding
Ablim3	ENSMUSG00000032735	319713	Ablim3	18	actin binding LIM protein family, member 3	protein_coding
Sh3tc2	ENSMUSG00000045629	225608	Sh3tc2	18	SH3 domain and tetratricopeptide repeats 2	protein_coding
Adrb2	ENSMUSG00000045730	11555	Adrb2	18	adrenergic receptor, beta 2	protein_coding
Gm9949	ENSMUSG00000054589	NA	Gm9949	18	predicted gene 9949	lncRNA
Htr4	ENSMUSG00000026322	15562	Htr4	18	5 hydroxytryptamine (serotonin) receptor 4	protein_coding
Fbxo38	ENSMUSG00000042211	107035	Fbxo38	18	F-box protein 38	protein_coding
Spink10	ENSMUSG00000044176	328971	Spink10	18	serine peptidase inhibitor, Kazal type 10	protein_coding
2700046A07Rik	ENSMUSG00000041789	NA	2700046A07Rik	18	RIKEN cDNA 2700046A07 gene	lncRNA
Apcdd1	ENSMUSG00000071847	494504	Apcdd1	18	adenomatosis polyposis coli down-regulated 1	protein_coding
Napg	ENSMUSG00000024581	108123	Napg	18	N-ethylmaleimide sensitive fusion protein attachment protein gamma	protein_coding
Piezo2	ENSMUSG00000041482	667742	Piezo2	18	piezo-type mechanosensitive ion channel component 2	protein_coding
Txnl1	ENSMUSG00000024583	53382	Txnl1	18	thioredoxin-like 1	protein_coding
Wdr7	ENSMUSG00000040560	104082	Wdr7	18	WD repeat domain 7	protein_coding
St8sia3	ENSMUSG00000056812	20451	St8sia3	18	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	protein_coding
Onecut2	ENSMUSG00000045991	225631	Onecut2	18	one cut domain, family member 2	protein_coding
Fech	ENSMUSG00000024588	14151	Fech	18	ferrochelatase	protein_coding
Nars	ENSMUSG00000024587	70223	Nars	18	asparaginyl-tRNA synthetase	protein_coding
Atp8b1	ENSMUSG00000039529	54670	Atp8b1	18	ATPase, class I, type 8B, member 1	protein_coding
A330084C13Rik	ENSMUSG00000114210	NA	A330084C13Rik	18	RIKEN cDNA A330084C13 gene	lncRNA
Nedd4l	ENSMUSG00000024589	83814	Nedd4l	18	neural precursor cell expressed, developmentally down-regulated gene 4-like	protein_coding
Alpk2	ENSMUSG00000032845	225638	Alpk2	18	alpha-kinase 2	protein_coding
Malt1	ENSMUSG00000032688	240354	Malt1	18	MALT1 paracaspase	protein_coding
Zfp532	ENSMUSG00000042439	328977	Zfp532	18	zinc finger protein 532	protein_coding
Oacyl	ENSMUSG00000046610	319888	Oacyl	18	O-acyltransferase like	protein_coding
Sec11c	ENSMUSG00000024516	66286	Sec11c	18	SEC11 homolog C, signal peptidase complex subunit	protein_coding
Grp	ENSMUSG00000024517	225642	Grp	18	gastrin releasing peptide	protein_coding
Rax	ENSMUSG00000024518	19434	Rax	18	retina and anterior neural fold homeobox	protein_coding
Lman1	ENSMUSG00000041891	70361	Lman1	18	lectin, mannose-binding, 1	protein_coding
Ccbe1	ENSMUSG00000046318	320924	Ccbe1	18	collagen and calcium binding EGF domains 1	protein_coding
Pmaip1	ENSMUSG00000024521	58801	Pmaip1	18	phorbol-12-myristate-13-acetate-induced protein 1	protein_coding
Gnal	ENSMUSG00000024524	14680	Gnal	18	guanine nucleotide binding protein, alpha stimulating, olfactory type	protein_coding
Chmp1b	ENSMUSG00000109901	67064	Chmp1b	18	charged multivesicular body protein 1B	protein_coding
Mppe1	ENSMUSG00000062526	225651	Mppe1	18	metallophosphoesterase 1	protein_coding
Impa2	ENSMUSG00000024525	114663	Impa2	18	inositol (myo)-1(or 4)-monophosphatase 2	protein_coding
Cidea	ENSMUSG00000024526	12683	Cidea	18	cell death-inducing DNA fragmentation factor, alpha subunit-like effector A	protein_coding
Tubb6	ENSMUSG00000001473	67951	Tubb6	18	tubulin, beta 6 class V	protein_coding
Afg3l2	ENSMUSG00000024527	69597	Afg3l2	18	AFG3-like AAA ATPase 2	protein_coding
Prelid3a	ENSMUSG00000024530	225655	Prelid3a	18	PRELI domain containing 3A	protein_coding
Spire1	ENSMUSG00000024533	68166	Spire1	18	spire type actin nucleation factor 1	protein_coding
Gm17669	ENSMUSG00000091695	NA	Gm17669	18	predicted gene, 17669	processed_pseudogene
Cep76	ENSMUSG00000073542	225659	Cep76	18	centrosomal protein 76	protein_coding
Psmg2	ENSMUSG00000024537	107047	Psmg2	18	proteasome (prosome, macropain) assembly chaperone 2	protein_coding
Ptpn2	ENSMUSG00000024539	19255	Ptpn2	18	protein tyrosine phosphatase, non-receptor type 2	protein_coding
Gm26910	ENSMUSG00000097835	NA	Gm26910	18	predicted gene, 26910	lncRNA
Seh1l	ENSMUSG00000079614	72124	Seh1l	18	SEH1-like (S. cerevisiae	protein_coding
Cep192	ENSMUSG00000024542	70799	Cep192	18	centrosomal protein 192	protein_coding
Ldlrad4	ENSMUSG00000024544	52662	Ldlrad4	18	low density lipoprotein receptor class A domain containing 4	protein_coding
Fam210a	ENSMUSG00000038121	108654	Fam210a	18	family with sequence similarity 210, member A	protein_coding
Rnmt	ENSMUSG00000009535	67897	Rnmt	18	RNA (guanine-7-) methyltransferase	protein_coding
Mc5r	ENSMUSG00000007480	17203	Mc5r	18	melanocortin 5 receptor	protein_coding
Mc2r	ENSMUSG00000045569	17200	Mc2r	18	melanocortin 2 receptor	protein_coding
Tcf4	ENSMUSG00000053477	21413	Tcf4	18	transcription factor 4	protein_coding
Ccdc68	ENSMUSG00000038903	381175	Ccdc68	18	coiled-coil domain containing 68	protein_coding
4930448D08Rik	ENSMUSG00000086824	NA	4930448D08Rik	18	RIKEN cDNA 4930448D08 gene	lncRNA
Rab27b	ENSMUSG00000024511	80718	Rab27b	18	RAB27B, member RAS oncogene family	protein_coding
Dynap	ENSMUSG00000024512	75577	Dynap	18	dynactin associated protein	protein_coding
4930503L19Rik	ENSMUSG00000044906	269033	4930503L19Rik	18	RIKEN cDNA 4930503L19 gene	protein_coding
Stard6	ENSMUSG00000079608	170461	Stard6	18	StAR-related lipid transfer (START) domain containing 6	protein_coding
Poli	ENSMUSG00000038425	26447	Poli	18	polymerase (DNA directed), iota	protein_coding
Mbd2	ENSMUSG00000024513	17191	Mbd2	18	methyl-CpG binding domain protein 2	protein_coding
Mex3c	ENSMUSG00000037253	240396	Mex3c	18	mex3 RNA binding family member C	protein_coding
Smad4	ENSMUSG00000024515	17128	Smad4	18	SMAD family member 4	protein_coding
Elac1	ENSMUSG00000036941	114615	Elac1	18	elaC ribonuclease Z 1	protein_coding
Me2	ENSMUSG00000024556	107029	Me2	18	malic enzyme 2, NAD(+)-dependent, mitochondrial	protein_coding
Mro	ENSMUSG00000064036	71263	Mro	18	maestro	protein_coding
Mapk4	ENSMUSG00000024558	225724	Mapk4	18	mitogen-activated protein kinase 4	protein_coding
Ska1	ENSMUSG00000036223	66468	Ska1	18	spindle and kinetochore associated complex subunit 1	protein_coding
Cxxc1	ENSMUSG00000024560	74322	Cxxc1	18	CXXC finger 1 (PHD domain)	protein_coding
Mbd1	ENSMUSG00000024561	17190	Mbd1	18	methyl-CpG binding domain protein 1	protein_coding
Cfap53	ENSMUSG00000035394	74453	Cfap53	18	cilia and flagella associated protein 53	protein_coding
Myo5b	ENSMUSG00000025885	17919	Myo5b	18	myosin VB	protein_coding
Acaa2	ENSMUSG00000036880	52538	Acaa2	18	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	protein_coding
Lipg	ENSMUSG00000053846	16891	Lipg	18	lipase, endothelial	protein_coding
Rpl17	ENSMUSG00000062328	319195	Rpl17	18	ribosomal protein L17	protein_coding
BC031181	ENSMUSG00000036299	407819	BC031181	18	cDNA sequence BC031181	protein_coding
Dym	ENSMUSG00000035765	69190	Dym	18	dymeclin	protein_coding
Smad7	ENSMUSG00000025880	17131	Smad7	18	SMAD family member 7	protein_coding
Ctif	ENSMUSG00000052928	269037	Ctif	18	CBP80/20-dependent translation initiation factor	protein_coding
Gm10532	ENSMUSG00000097712	NA	Gm10532	18	predicted gene 10532	lncRNA
Zbtb7c	ENSMUSG00000044646	207259	Zbtb7c	18	zinc finger and BTB domain containing 7C	protein_coding
Smad2	ENSMUSG00000024563	17126	Smad2	18	SMAD family member 2	protein_coding
Ier3ip1	ENSMUSG00000090000	66191	Ier3ip1	18	immediate early response 3 interacting protein 1	protein_coding
Hdhd2	ENSMUSG00000025421	76987	Hdhd2	18	haloacid dehalogenase-like hydrolase domain containing 2	protein_coding
Katnal2	ENSMUSG00000025420	71206	Katnal2	18	katanin p60 subunit A-like 2	protein_coding
Pias2	ENSMUSG00000025423	17344	Pias2	18	protein inhibitor of activated STAT 2	protein_coding
St8sia5	ENSMUSG00000025425	225742	St8sia5	18	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	protein_coding
Rnf165	ENSMUSG00000025427	225743	Rnf165	18	ring finger protein 165	protein_coding
8030462N17Rik	ENSMUSG00000047466	212163	8030462N17Rik	18	RIKEN cDNA 8030462N17 gene	protein_coding
Haus1	ENSMUSG00000041840	225745	Haus1	18	HAUS augmin-like complex, subunit 1	protein_coding
Atp5a1	ENSMUSG00000025428	11946	Atp5a1	18	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1	protein_coding
Pstpip2	ENSMUSG00000025429	19201	Pstpip2	18	proline-serine-threonine phosphatase-interacting protein 2	protein_coding
Epg5	ENSMUSG00000039840	100502841	Epg5	18	ectopic P-granules autophagy protein 5 homolog (C. elegans)	protein_coding
Siglec15	ENSMUSG00000091055	620235	Siglec15	18	sialic acid binding Ig-like lectin 15	protein_coding
Slc14a1	ENSMUSG00000059336	108052	Slc14a1	18	solute carrier family 14 (urea transporter), member 1	protein_coding
Slc14a2	ENSMUSG00000024552	27411	Slc14a2	18	solute carrier family 14 (urea transporter), member 2	protein_coding
Gm6133	ENSMUSG00000090451	NA	Gm6133	18	predicted gene 6133	protein_coding
Setbp1	ENSMUSG00000024548	240427	Setbp1	18	SET binding protein 1	protein_coding
Pard6g	ENSMUSG00000056214	93737	Pard6g	18	par-6 family cell polarity regulator gamma	protein_coding
Adnp2	ENSMUSG00000053950	240442	Adnp2	18	ADNP homeobox 2	protein_coding
Rbfa	ENSMUSG00000024570	68731	Rbfa	18	ribosome binding factor A	protein_coding
Gm16286	ENSMUSG00000024571	27366	Gm16286	18	predicted gene 16286	protein_coding
Txnl4a	ENSMUSG00000057130	27366	Txnl4a	18	thioredoxin-like 4A	protein_coding
Hsbp1l1	ENSMUSG00000078963	66255	Hsbp1l1	18	heat shock factor binding protein 1-like 1	protein_coding
Pqlc1	ENSMUSG00000034006	66943	Pqlc1	18	PQ loop repeat containing 1	protein_coding
Kcng2	ENSMUSG00000059852	240444	Kcng2	18	potassium voltage-gated channel, subfamily G, member 2	protein_coding
Gm26676	ENSMUSG00000097593	NA	Gm26676	18	predicted gene, 26676	lncRNA
Ctdp1	ENSMUSG00000033323	67655	Ctdp1	18	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	protein_coding
Nfatc1	ENSMUSG00000033016	18018	Nfatc1	18	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	protein_coding
Atp9b	ENSMUSG00000024566	50771	Atp9b	18	ATPase, class II, type 9B	protein_coding
Sall3	ENSMUSG00000024565	20689	Sall3	18	spalt like transcription factor 3	protein_coding
Mbp	ENSMUSG00000041607	17196	Mbp	18	myelin basic protein	protein_coding
Zfp236	ENSMUSG00000041258	329002	Zfp236	18	zinc finger protein 236	protein_coding
4930445N18Rik	ENSMUSG00000097738	NA	4930445N18Rik	18	RIKEN cDNA 4930445N18 gene	lncRNA
Zfp516	ENSMUSG00000058881	329003	Zfp516	18	zinc finger protein 516	protein_coding
Tshz1	ENSMUSG00000046982	110796	Tshz1	18	teashirt zinc finger family member 1	protein_coding
Zadh2	ENSMUSG00000049090	225791	Zadh2	18	zinc binding alcohol dehydrogenase, domain containing 2	protein_coding
Zfp407	ENSMUSG00000048410	240476	Zfp407	18	zinc finger protein 407	protein_coding
Cndp1	ENSMUSG00000056162	338403	Cndp1	18	carnosine dipeptidase 1 (metallopeptidase M20 family)	protein_coding
Cndp2	ENSMUSG00000024644	66054	Cndp2	18	CNDP dipeptidase 2 (metallopeptidase M20 family)	protein_coding
Fam69c	ENSMUSG00000047992	240479	Dipk1c	18	divergent protein kinase domain 1C	protein_coding
Cyb5a	ENSMUSG00000024646	109672	Cyb5a	18	cytochrome b5 type A (microsomal)	protein_coding
Gm16146	ENSMUSG00000089744	NA	Gm16146	18	predicted gene 16146	lncRNA
Fbxo15	ENSMUSG00000034391	50764	Fbxo15	18	F-box protein 15	protein_coding
Timm21	ENSMUSG00000024645	67105	Timm21	18	translocase of inner mitochondrial membrane 21	protein_coding
Neto1	ENSMUSG00000050321	246317	Neto1	18	neuropilin (NRP) and tolloid (TLL)-like 1	protein_coding
Socs6	ENSMUSG00000056153	54607	Socs6	18	suppressor of cytokine signaling 6	protein_coding
Rttn	ENSMUSG00000023066	246102	Rttn	18	rotatin	protein_coding
Dok6	ENSMUSG00000073514	623279	Dok6	18	docking protein 6	protein_coding
Tmx3	ENSMUSG00000024614	67988	Tmx3	18	thioredoxin-related transmembrane protein 3	protein_coding
Gm45871	ENSMUSG00000110277	108168395	Gm45871	18	predicted gene 45871	protein_coding
Ighmbp2	ENSMUSG00000024831	20589	Ighmbp2	19	immunoglobulin mu binding protein 2	protein_coding
Mrpl21	ENSMUSG00000024829	353242	Mrpl21	19	mitochondrial ribosomal protein L21	protein_coding
Cpt1a	ENSMUSG00000024900	12894	Cpt1a	19	carnitine palmitoyltransferase 1a, liver	protein_coding
Tesmin	ENSMUSG00000024905	17771	Tesmin	19	testis expressed metallothionein like	protein_coding
Gal	ENSMUSG00000024907	14419	Gal	19	galanin and GMAP prepropeptide	protein_coding
Ppp6r3	ENSMUSG00000024908	52036	Ppp6r3	19	protein phosphatase 6, regulatory subunit 3	protein_coding
Lrp5	ENSMUSG00000024913	16973	Lrp5	19	low density lipoprotein receptor-related protein 5	protein_coding
1810055G02Rik	ENSMUSG00000035372	72056	1810055G02Rik	19	RIKEN cDNA 1810055G02 gene	protein_coding
Kmt5b	ENSMUSG00000045098	225888	Kmt5b	19	lysine methyltransferase 5B	protein_coding
Chka	ENSMUSG00000024843	12660	Chka	19	choline kinase alpha	protein_coding
Tcirg1	ENSMUSG00000001750	27060	Tcirg1	19	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	protein_coding
Ndufs8	ENSMUSG00000059734	225887	Ndufs8	19	NADH:ubiquinone oxidoreductase core subunit S8	protein_coding
Aldh3b1	ENSMUSG00000024885	67689	Aldh3b1	19	aldehyde dehydrogenase 3 family, member B1	protein_coding
Unc93b1	ENSMUSG00000036908	54445	Unc93b1	19	unc-93 homolog B1, TLR signaling regulator	protein_coding
Aldh3b3	ENSMUSG00000037263	73458	Aldh3b3	19	aldehyde dehydrogenase 3 family, member B3	protein_coding
Aldh3b2	ENSMUSG00000075296	621603	Aldh3b2	19	aldehyde dehydrogenase 3 family, member B2	protein_coding
Acy3	ENSMUSG00000024866	71670	Acy3	19	aspartoacylase (aminoacylase) 3	protein_coding
Nudt8	ENSMUSG00000110949	66387	Nudt8	19	nudix (nucleoside diphosphate linked moiety X)-type motif 8	protein_coding
Nudt8-dup	ENSMUSG00000024869	NA	Gm49405	19	predicted gene, 49405	protein_coding
Doc2g	ENSMUSG00000024871	60425	Doc2g	19	double C2, gamma	protein_coding
Ndufv1	ENSMUSG00000037916	17995	Ndufv1	19	NADH:ubiquinone oxidoreductase core subunit V1	protein_coding
Gstp1	ENSMUSG00000060803	14870	Gstp1	19	glutathione S-transferase, pi 1	protein_coding
Gstp2	ENSMUSG00000038155	14869	Gstp2	19	glutathione S-transferase, pi 2	protein_coding
Gstp3	ENSMUSG00000058216	225884	Gstp3	19	glutathione S-transferase pi 3	protein_coding
Cdk2ap2	ENSMUSG00000024856	52004	Cdk2ap2	19	CDK2-associated protein 2	protein_coding
Pitpnm1	ENSMUSG00000024851	18739	Pitpnm1	19	phosphatidylinositol transfer protein, membrane-associated 1	protein_coding
Aip	ENSMUSG00000024847	11632	Aip	19	aryl-hydrocarbon receptor-interacting protein	protein_coding
Cabp4	ENSMUSG00000024842	73660	Cabp4	19	calcium binding protein 4	protein_coding
Gpr152	ENSMUSG00000044724	269053	Gpr152	19	G protein-coupled receptor 152	protein_coding
Coro1b	ENSMUSG00000024835	23789	Coro1b	19	coronin, actin binding protein 1B	protein_coding
Ptprcap	ENSMUSG00000045826	19265	Ptprcap	19	protein tyrosine phosphatase, receptor type, C polypeptide-associated protein	protein_coding
Rps6kb2	ENSMUSG00000024830	58988	Rps6kb2	19	ribosomal protein S6 kinase, polypeptide 2	protein_coding
Carns1	ENSMUSG00000075289	107239	Carns1	19	carnosine synthase 1	protein_coding
Gm17552	ENSMUSG00000097233	NA	Gm17552	19	predicted gene, 17552	lncRNA
Tbc1d10c	ENSMUSG00000040247	108995	Tbc1d10c	19	TBC1 domain family, member 10c	protein_coding
Ppp1ca	ENSMUSG00000040385	19045	Ppp1ca	19	protein phosphatase 1 catalytic subunit alpha	protein_coding
Rad9a	ENSMUSG00000024824	19367	Rad9a	19	RAD9 checkpoint clamp component A	protein_coding
Clcf1	ENSMUSG00000040663	56708	Clcf1	19	cardiotrophin-like cytokine factor 1	protein_coding
Pold4	ENSMUSG00000024854	69745	Pold4	19	polymerase (DNA-directed), delta 4	protein_coding
Ssh3	ENSMUSG00000034616	245857	Ssh3	19	slingshot protein phosphatase 3	protein_coding
Ankrd13d	ENSMUSG00000005986	68423	Ankrd13d	19	ankyrin repeat domain 13 family, member D	protein_coding
Grk2	ENSMUSG00000024858	110355	Grk2	19	G protein-coupled receptor kinase 2	protein_coding
Kdm2a	ENSMUSG00000054611	225876	Kdm2a	19	lysine (K)-specific demethylase 2A	protein_coding
Rhod	ENSMUSG00000041845	11854	Rhod	19	ras homolog family member D	protein_coding
Syt12	ENSMUSG00000049303	171180	Syt12	19	synaptotagmin XII	protein_coding
2010003K11Rik	ENSMUSG00000042041	69861	2010003K11Rik	19	RIKEN cDNA 2010003K11 gene	protein_coding
Pcx	ENSMUSG00000024892	18563	Pcx	19	pyruvate carboxylase	protein_coding
Lrfn4	ENSMUSG00000045045	225875	Lrfn4	19	leucine rich repeat and fibronectin type III domain containing 4	protein_coding
Rce1	ENSMUSG00000024889	19671	Rce1	19	Ras converting CAAX endopeptidase 1	protein_coding
Gm960	ENSMUSG00000071691	381196	Gm960	19	predicted gene 960	protein_coding
Sptbn2	ENSMUSG00000067889	20743	Sptbn2	19	spectrin beta, non-erythrocytic 2	protein_coding
Gm21992	ENSMUSG00000096370	102902673	Gm21992	19	predicted gene 21992	protein_coding
Rbm4b	ENSMUSG00000033760	66704	Rbm4b	19	RNA binding motif protein 4B	protein_coding
Rbm4	ENSMUSG00000094936	19653	Rbm4	19	RNA binding motif protein 4	protein_coding
Rbm14	ENSMUSG00000006456	56275	Rbm14	19	RNA binding motif protein 14	protein_coding
